503,2811,"전동기, 발전기 및 전기 변환장치 제조업",281,4
504,2812,전기 공급 및 제어장치 제조업,281,4
505,2830,절연선 및 케이블 제조업,283,4
506,2820,일차전지 및 이차전지 제조업,282,4
507,2842,조명장치 제조업,284,4
508,2841,전구 및 램프 제조업,284,4
509,2890,기타 전기장비 제조업,289,4
510,2612,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",261,4
511,2611,전자집적회로 제조업,261,4
512,2621,표시장치 제조업,262,4
513,2622,인쇄회로기판 및 전자부품 실장기판 제조업,262,4
514,2641,유선 통신장비 제조업,264,4
515,2642,방송 및 무선 통신장비 제조업,264,4
516,2651,"텔레비전, 비디오 및 기타 영상 기기 제조업",265,4
517,2652,"오디오, 스피커 및 기타 음향 기기 제조업",265,4
518,2711,방사선 장치 및 전기식 진단 기기 제조업,271,4
519,2719,기타 의료용 기기 제조업,271,4
520,2721,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",272,4
521,2730,사진장비 및 광학기기 제조업,273,4
522,2722,시계 및 시계 부품 제조업,272,4
523,3012,자동차 제조업,301,4
524,3011,자동차용 엔진 제조업,301,4
525,3020,자동차 차체 및 트레일러 제조업,302,4
526,3031,자동차 엔진용 신품 부품 제조업,303,4
527,3032,자동차 차체용 신품 부품 제조업,303,4
528,3033,자동차용 신품 동력 전달장치 및 전기장치 제조업,303,4
529,3040,자동차 재제조 부품 제조업,304,4
530,3111,선박 및 수상 부유 구조물 건조업,311,4
531,3112,오락 및 스포츠용 보트 건조업,311,4
532,3120,철도장비 제조업,312,4
533,3132,항공기용 엔진 및 부품 제조업,313,4
534,3131,"항공기, 우주선 및 보조장치 제조업",313,4
535,3192,모터사이클 및 개인용 전기식 이동수단 제조업,319,4
536,3199,그 외 기타 분류 안된 운송장비 제조업,319,4
537,3191,전투용 차량 제조업,319,4
538,3209,기타 가구 제조업,320,4
539,3202,목재 가구 제조업,320,4
540,3201,침대 및 내장 가구 제조업,320,4
541,3311,귀금속 및 관련제품 제조업,331,4
542,3320,악기 제조업,332,4
543,3330,운동 및 경기용구 제조업,333,4
544,3340,"인형, 장난감 및 오락용품 제조업",334,4
545,3312,모조 귀금속 및 모조 장신용품 제조업,331,4
546,3393,"가발, 장식용품 및 전시용 모형 제조업",339,4
547,3391,간판 및 광고물 제조업,339,4
548,3392,사무 및 회화용품 제조업,339,4
549,3399,그 외 기타 분류 안된 제품 제조업,339,4
550,7599,그 외 기타 사업 지원 서비스업,759,4
551,3401,일반 기계류 수리업,340,4
552,3402,전기ㆍ전자 및 정밀 기기 수리업,340,4
553,3511,발전업,351,4
554,3512,송전 및 배전업,351,4
555,3513,전기 판매업,351,4
556,3520,연료용 가스 제조 및 배관공급업,352,4
557,3530,"증기, 냉ㆍ온수 및 공기 조절 공급업",353,4
558,3831,"금속류 해체, 선별 및 원료 재생업",383,4
559,3832,"비금속류 해체, 선별 및 원료 재생업",383,4
560,3900,환경 정화 및 복원업,390,4
561,3601,생활용수 공급업,360,4
562,3602,산업용수 공급업,360,4
563,3701,하수 및 폐수 처리업,370,4
564,3811,"지정 외 폐기물 수집, 운반업",381,4
565,3821,지정 외 폐기물 처리업,382,4
566,3824,"방사성 폐기물 수집, 운반 및 처리업",382,4
567,3812,"지정 폐기물 수집, 운반업",381,4
568,3813,"건설 폐기물 수집, 운반업",381,4
569,3822,지정 폐기물 처리업,382,4
570,3823,건설 폐기물 처리업,382,4
571,3702,분뇨 처리업,370,4
572,4111,주거용 건물 건설업,411,4
573,6812,부동산 개발 및 공급업,681,4
574,4112,비주거용 건물 건설업,411,4
575,4122,토목 시설물 건설업,412,4
576,4121,지반조성 건설업,412,4
577,4249,기타 건축 마무리 공사업,424,4
578,4242,유리 및 창호 공사업,424,4
579,4212,기반조성 관련 전문공사업,421,4
580,4220,건물설비 설치 공사업,422,4
581,4241,"도장, 도배 및 내장 공사업",424,4
582,4219,기타 시설물 축조 관련 전문공사업,421,4
583,4250,시설물 유지관리 공사업,425,4
584,4211,건물 및 구축물 해체 공사업,421,4
585,4213,"철골, 철근 및 콘크리트 공사업",421,4
586,4231,전기 공사업,423,4
587,4232,통신 공사업,423,4
588,4260,건설장비 운영업,426,4
589,4511,자동차 신품 판매업,451,4
590,4512,중고 자동차 판매업,451,4
591,4521,자동차 신품 부품 및 내장품 판매업,452,4
592,4522,자동차 중고 부품 및 내장품 판매업,452,4
593,4530,모터사이클 및 부품 판매업,453,4
594,4771,운송장비용 연료 소매업,477,4
595,4610,상품 중개업,461,4
596,4620,산업용 농ㆍ축산물 및 동ㆍ식물 도매업,462,4
597,4632,가공식품 도매업,463,4
598,4631,신선 식품 및 단순 가공 식품 도매업,463,4
599,4633,음료 및 담배 도매업,463,4
600,4641,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",464,4
601,4642,신발 도매업,464,4
602,4643,"생활용 가구, 조명기구 및 비전기식 생활용기기 도매업",464,4
603,4652,"가전제품, 통신장비 및 부품 도매업",465,4
604,4659,기타 기계 및 장비 도매업,465,4
